From,To,Volume,Cost,P
502,503,4024.2,4.088481895,1
502,632,2605.765907,4.017009097,1
502,634,1766.285147,5.101017101,1
503,477,3197.280557,0.91944758,1
503,502,5984.651452,4.420359524,1
503,504,2261.139443,0.535489204,1
503,633,4821.574093,3.74019856,1
504,477,6513.212999,1.128597816,1
504,503,6042.93,0.577960424,1
504,505,5375.379993,3.885388657,1
504,635,5409.229443,0.502523933,1
505,504,7590.136473,4.618046778,1
505,506,5715.999993,2.726433132,1
505,634,5125.241636,1.669959101,1
505,639,2051.86,2.480658694,1
506,505,8156.436956,3.409378161,1
506,507,4485.029993,4.443892421,1
506,639,1876.218087,1.839860044,1
506,644,4131.980353,2.867720877,1
507,506,5723.336956,5.07268628,1
507,508,3446.299993,8.409056754,1
507,578,0,8.2962628,1
507,646,2128.314947,2.438920601,1
508,450,2106.72,3.958746789,1
508,507,4402.976956,8.851912253,1
508,509,5033.809993,2.857056675,1
509,508,5565.186956,3.040493081,1
509,510,6275.845375,4.565856645,1
509,659,4022.725195,0.671068026,1
509,667,1138.31,5.138508908,1
510,509,6281.032151,4.569849364,1
510,511,5778.022595,0.390010813,1
510,658,3699.228686,0.452576555,1
510,666,669.95,4.169298794,1
511,510,6056.537484,0.406639109,1
511,512,6178.521708,3.065892952,1
511,521,2588.03,3.268298557,1
511,522,2446.401329,4.911273186,1
512,511,6293.112907,3.124849437,1
512,513,5501.542718,4.68726702,1
512,661,2119.678989,0.733756585,1
512,670,130.84,7.616878151,1
513,512,6041.677484,5.059935799,1
513,514,4330.679993,5.953704155,1
513,902,3572.962725,4.300433877,1
513,905,1223.56,9.376356194,1
514,513,4890.13,6.234208789,1
514,515,3250.179993,4.709757683,1
514,903,2130.47,2.81208377,1
514,905,661.98,11.54268503,1
515,514,3612.69,4.772222051,1
515,516,273.02,5.981514894,1
515,534,2849.739993,1.77595398,1
515,544,699.94,0.302269576,1
515,932,25,6.347704001,1
516,515,326,5.981522841,1
516,517,392.97,6.333675892,1
516,903,2852.18,9.317178102,1
516,906,1885.85,1.667163937,1
517,516,989.89,6.339356999,1
517,518,163.76,6.927645573,1
517,908,486.05,2.616245706,1
517,909,135.93,4.562539755,1
518,517,357.84,6.927749629,1
518,911,179.05,5.405098204,1
518,912,68.97,1.726645637,1
518,930,0,10.854232,1
519,520,0,0.77728,1
519,521,2529.225019,2.847021053,1
519,668,2574.41,0.917777045,1
519,670,819.4971354,3.281695917,1
520,519,0,0.77728,1
521,511,4377.995019,3.509790986,1
521,519,1503.17,2.823640425,1
521,666,1243.68,0.620707332,1
521,670,432.52,4.04319515,1
522,511,820.36,4.87138049,1
522,523,2446.401329,7.601029271,1
523,522,820.36,7.538983396,1
523,530,6818.689199,3.485111753,1
523,545,4245.219268,0.131793906,1
524,525,2926.652613,3.41482687,1
524,545,4873.14,5.166831207,1
524,578,2272.518467,4.800243971,1
524,647,3042.59,1.634289027,1
525,452,3147.322613,2.460901361,1
525,524,5133.663855,3.897868587,1
525,652,1780.08,2.61887542,1
525,657,2296.647846,2.616277959,1
526,527,3731.470007,7.38943212,1
526,528,6050.113429,13.34797197,1
526,541,2144.906571,0.466904248,1
526,546,0,3.347526,1
527,526,3980.980348,7.733610478,1
527,542,25,0.6745216,1
527,543,3755.470007,4.90582605,1
527,546,1213.899652,4.379073917,1
528,526,4056.710007,10.82338838,1
528,529,3606.71,1.50255221,1
528,573,2856.493429,5.986850107,1
528,575,5713.480068,1.47530455,1
529,528,4938.020075,1.55366561,1
529,530,3612.59,2.155137625,1
529,531,10904.6192,2.714562827,1
530,523,3879.06,2.444680926,1
530,529,7297.909199,2.614433262,1
530,575,4716.48,3.166015772,1
530,577,2959.61,2.894479465,1
531,529,8550.610075,1.812998157,1
531,532,9545.536452,2.85724673,1
531,573,1183.03,3.456480197,1
531,574,2869.962746,3.240036291,1
532,531,8558.840075,2.45013454,1
532,533,8740.82733,2.299531124,1
532,569,4943.724789,3.431115584,1
532,574,1700.133288,2.302835046,1
533,498,7454.397236,2.076851478,1
533,532,7402.072511,1.93977584,1
533,568,4066.377254,1.402250282,1
533,569,1447.666146,3.01730124,1
534,515,2657.14,1.750040903,1
534,543,3583.39,3.973794362,1
534,933,5468,11.5300375,1
535,438,6041.927267,9.368514012,1
535,486,10095.92504,0.553235097,1
535,487,4441.46,4.39457026,1
536,438,7248.139088,3.582024321,1
536,537,4936.319559,3.808215408,1
536,615,1815.706567,1.744794378,1
537,399,4619.194691,4.905024276,1
537,536,6270.795051,4.546612974,1
537,608,2072.881853,3.427737669,1
537,610,9081.2792,1.737937016,1
538,409,7208.715767,2.479040417,1
538,474,2347.72,3.463866241,1
538,699,5988.856986,0.499654406,1
538,704,3997.717114,4.354072116,1
539,409,3017.51,3.019097046,1
539,483,6584.971058,4.955788601,1
539,694,7348.498051,1.099945608,1
539,704,1831.07,4.978844309,1
540,438,1580.283172,1.750736526,1
540,583,7136.81,3.280046536,1
540,622,1514.404202,1.848885569,1
541,526,2674.9,0.480111756,1
541,582,1157.886571,5.916291382,1
541,902,987.02,8.200134294,1
542,527,774.2167667,0.674755044,1
542,902,5991.3,4.363587868,1
542,903,3373.53,6.31833308,1
543,527,4469.663233,5.700312051,1
543,534,3021.790007,3.704128224,1
543,903,739.68,1.436692112,1
544,515,1205.07,0.302811317,1
544,903,1694.31,5.531967551,1
544,904,1990.05,3.363014695,1
545,523,5558.807138,0.149939127,1
545,524,2652.2,4.621087827,1
545,577,3386.890417,3.961735159,1
545,580,3743.035423,1.716709944,1
546,526,1213.899652,3.354536561,1
546,527,0,4.3698712,1
547,1,3529.15,0.0345068,1
547,548,2097.522759,3.430369079,1
547,549,4620.836103,5.800800892,1
547,621,3542.457241,3.027949089,1
548,2,4984.04,0.0345068,1
548,547,1714.758043,3.365708961,1
548,550,3556.66,5.977202411,1
548,552,2359.7,4.845214923,1
548,618,3991.432478,3.640472935,1
549,3,7826.03,0.0345068,1
549,547,3836.84,5.372939691,1
549,550,3759.45,3.500216189,1
549,551,7797.126103,4.374853546,1
550,4,7976.31,0.0345068,1
550,548,2828.049719,5.942337924,1
550,549,3536.95,3.46616638,1
550,551,5992.772126,5.711469558,1
550,552,1791.959309,8.651737893,1
550,553,3133.28174,4.371509297,1
550,560,3187.767874,6.062168548,1
551,5,15357.14,0.0345068,1
551,495,3133.649232,4.849038379,1
551,549,4966.13,4.341070553,1
551,550,4069.78564,5.382861571,1
551,563,19526.46823,3.588592412,1
552,6,6888.67,0.0345068,1
552,435,5704.168884,1.287057,1
552,548,1800.93,4.67488293,1
552,550,1620.23,8.402620115,1
552,553,4601.611104,4.707199647,1
552,618,4221.46,4.776838277,1
552,619,3167.012604,4.932372374,1
553,7,8530.26,0.0345068,1
553,496,5311.723856,1.478539286,1
553,550,3108.840002,4.35986239,1
553,552,4897.656229,4.723841446,1
553,560,5188.960364,4.192919157,1
554,8,7431.62,0.0345068,1
554,435,3529.000075,4.223389715,1
554,437,5150.102277,0.917047956,1
554,614,3392.732804,5.828466159,1
554,619,2750.664313,6.174489607,1
554,622,2344.248309,7.578621269,1
554,625,5158.9,3.613779626,1
555,9,6540.09,0.0345068,1
555,556,3356.688658,6.520813453,1
555,622,4729.326004,5.910260266,1
555,624,7227.781808,3.943398423,1
555,625,4862.449655,1.628179122,1
556,10,10542.22,0.0345068,1
556,437,2192.753972,7.410122646,1
556,496,5690.590014,4.199630946,1
556,555,4878.767813,6.653357647,1
556,557,5925.48,6.648056375,1
556,560,4891.142219,6.914010818,1
556,624,955.9917952,10.59675607,1
557,11,8250.22,0.0345068,1
557,490,2744.25,3.736282079,1
557,556,6232.423699,6.785347065,1
557,558,5246.83419,4.790376961,1
557,559,4210.92,6.038546311,1
557,624,1486.33,9.851214002,1
557,630,4267.23,3.854441037,1
558,12,6462.53,0.0345068,1
558,491,3830.5,3.351759617,1
558,557,3934.84,4.294207608,1
558,560,5423.211408,6.152074003,1
558,561,5386.764193,4.406652171,1
559,13,10388.03,0.0345068,1
559,491,8746.995938,0.924620564,1
559,557,3145.73358,5.838391093,1
559,562,3804.131689,5.773947222,1
559,566,3870.509185,4.714267818,1
559,631,1244.105993,6.234132881,1
560,14,12641.26,0.0345068,1
560,495,6992.315231,1.104903446,1
560,550,2887.505126,5.880013481,1
560,553,4116.72,4.110529766,1
560,556,4145.598452,6.343617791,1
560,558,5209.72,5.848935691,1
560,561,6525.711508,4.559737431,1
561,15,9689.57,0.0345068,1
561,492,7214.911208,3.369301207,1
561,494,7408.904493,1.072147554,1
561,558,2793.996887,4.356742477,1
561,560,3560.79,4.485573665,1
562,16,22380.62,0.0345068,1
562,492,7476.120519,0.554479128,1
562,493,7567.851689,1.297043069,1
562,559,0,5.7653728,1
562,563,0,5.7050348,1
562,567,6976.328641,3.32376487,1
563,17,22236.62,0.0345068,1
563,494,6093.893993,2.46637615,1
563,551,12461.36487,3.238445284,1
563,562,0,5.7050348,1
563,564,18319.5709,2.309335989,1
564,18,17801.1,0.0345068,1
564,493,14721.35329,1.661457519,1
564,563,20096.93467,2.35818869,1
564,565,11100.78866,2.347437835,1
565,19,5082.51,0.0345068,1
565,564,19236.50707,3.374249921,1
565,568,8468.59279,2.218825776,1
565,569,997.0458744,6.672103926,1
566,20,7120.37,0.0345068,1
566,500,4875.152921,2.257794893,1
566,559,4680.664472,4.769756958,1
566,567,2717.674385,5.60304473,1
566,631,816.46,7.425938698,1
567,21,4959.05,0.0345068,1
567,499,6190.573027,1.635076647,1
567,562,12165.52052,3.777383568,1
567,566,1074.34,5.533692113,1
568,22,4832.92,0.0345068,1
568,533,4429.463306,1.435976909,1
568,565,15104.26717,2.924557475,1
568,574,4893.746644,3.165136842,1
569,23,15381.26,0.0345068,1
569,499,9468.857338,2.476564653,1
569,532,2856.900852,3.055367559,1
569,533,890.1,3.014608934,1
569,565,4954.989897,7.003340017,1
569,570,1508.552061,5.696288672,1
569,572,2429.061719,8.323656225,1
569,573,1467.33,5.214950559,1
570,24,6881.59,0.0345068,1
570,500,6139.035357,2.093451418,1
570,569,2089.291957,5.698061972,1
570,571,868.29,6.636956207,1
570,572,2392.178281,5.438811822,1
571,25,6682.74,0.0345068,1
571,501,5528.88226,2.916398687,1
571,570,1551.68,6.69979701,1
571,572,3735.946148,6.044098707,1
571,631,2274.789579,8.573367019,1
571,632,2214.180313,8.605261029,1
571,634,786.8846285,6.473569353,1
571,637,2224.214853,4.685556196,1
572,26,12527.55,0.0345068,1
572,569,4123.634506,10.33206028,1
572,570,4394.233296,5.734847026,1
572,571,5079.689002,6.359734906,1
572,573,4632.24,5.205342149,1
572,576,3646.002613,4.316518346,1
572,637,2236.656187,7.214985792,1
573,27,6312.42,0.0345068,1
573,528,2275.68,5.854759491,1
573,531,1510.88,3.467598149,1
573,569,5883.3,5.918029942,1
573,572,5806.177274,5.484273079,1
573,577,1874.1,5.032615679,1
574,28,10392.15,0.0345068,1
574,531,1174.8,3.045599702,1
574,532,4139.015667,2.45543763,1
574,568,13354.60708,3.318991844,1
574,575,3669.319932,4.989267811,1
575,29,13164.21,0.0345068,1
575,528,2969.58,0.965940803,1
575,530,3226.08,2.9118335,1
575,574,14565.69,5.488970812,1
575,580,961.53,6.199206107,1
575,581,3461.99,4.226701984,1
576,30,4471.18,0.0345068,1
576,572,6597.86833,4.523898182,1
576,577,1261.04,6.652593787,1
576,578,1370.402613,6.687333109,1
576,637,2224.909676,6.01349252,1
576,643,2356.901263,3.798004459,1
577,31,4484.93,0.0345068,1
577,530,5195.7,3.334202397,1
577,545,2238.35,3.736500261,1
577,573,5773.973846,5.486109658,1
577,576,1842.346571,7.190431709,1
577,578,2732.42,4.73993673,1
578,32,5029.56,0.0345068,1
578,507,145.9449466,8.29637155,1
578,524,1492.822613,4.783629008,1
578,576,2366.103677,8.340629253,1
578,577,4947.22,4.832053269,1
578,579,947.25,7.475709967,1
578,580,1165.92,6.547296111,1
578,643,5900.19479,3.915977451,1
578,645,1382.695053,5.978436444,1
579,33,3358.86,0.0345068,1
579,578,1626.23,7.898103769,1
579,580,3158.527138,4.372561934,1
579,582,1625.73,6.280256429,1
579,647,2730.21,3.642735085,1
579,656,1580.72,6.846332836,1
580,34,4917.44,0.0345068,1
580,545,3984.223709,1.76566168,1
580,575,3211.25,6.57314283,1
580,578,1216,6.555590028,1
580,579,1866.05,4.354952227,1
580,581,180.62,9.937738922,1
580,582,2198.14,6.776356177,1
581,35,4029.96,0.0345068,1
581,575,6457.31,4.246172534,1
581,580,130.55,9.936602561,1
581,582,1589.94,6.948642851,1
582,36,6027.78,0.0345068,1
582,541,661.78,5.880776367,1
582,579,1416.31,5.83359312,1
582,580,1954.021149,6.719564247,1
582,581,3419.54,6.990661205,1
582,660,2434.84,6.24945317,1
583,37,7136.81,0.0345068,1
583,540,1148.81,0.591490288,1
584,38,2425.38,0.0345068,1
584,394,546.1263366,6.221958416,1
584,395,1772.880014,4.073269343,1
584,586,1846.8,6.368628913,1
584,588,2362.222477,6.966782362,1
584,605,474.09,8.291976133,1
584,710,799.1231455,6.258268937,1
584,712,410.43,7.670265491,1
584,768,230.77,10.38913931,1
584,808,48.21,10.89093634,1
585,39,4548,0.0345068,1
585,401,7102.007048,2.240582757,1
585,586,1098.833448,4.142826251,1
585,587,4245.519294,4.921216694,1
585,771,1887.810262,4.093258082,1
586,40,1047.44,0.0345068,1
586,584,1102.05,6.332025747,1
586,585,2677.405034,4.513598725,1
586,588,2370.1781,4.580114881,1
586,772,1750.080302,4.011238972,0.9
587,41,11211.12,0.0345068,1
587,400,1191.185773,5.172571786,1
587,585,1737.663033,4.75200573,1
587,588,423.94,4.849577683,1
587,592,3470.646086,5.550255273,1
587,604,3258.401921,4.699919825,1
588,42,1350.81,0.0345068,1
588,397,3936.357745,4.462778458,1
588,584,1002.683145,6.265722358,1
588,586,1010.796855,4.557905365,1
588,587,1750.512832,4.854700538,1
589,43,6471.88,0.0345068,1
589,590,2713.769022,4.68846617,1
589,591,5381.832072,4.28937283,1
589,594,1935.97778,6.036964235,1
589,775,906.8950855,5.10978969,1
590,44,6938.15,0.0345068,1
590,401,5796.153343,2.135259023,1
590,589,4464.733565,5.25076533,1
590,592,5173.995074,4.448033006,1
590,776,1283.44997,4.885052307,1
591,45,5349.17,0.0345068,1
591,441,5678.74,3.648807826,1
591,589,3834.505762,3.914740118,1
591,592,2749.730978,4.775299441,1
591,608,2699.095086,5.616709101,1
591,613,5272.717386,4.590318564,1
592,46,6643.03,0.0345068,1
592,587,2219.646287,5.495736956,1
592,590,1728.871459,4.402597969,1
592,591,4671.889337,5.092105155,1
592,608,4058.890365,5.175439129,1
592,609,2025.27,5.47819121,1
593,47,5051.92,0.0345068,1
593,429,543.16,2.43003628,1
593,431,1348.48,1.299740555,1
593,594,2171.049022,4.665595634,1
593,595,2583.867532,4.493832603,1
594,48,6847.96,0.0345068,1
594,427,2331.33778,1.462423101,1
594,589,1709.509022,5.354907921,1
594,593,2605.629263,4.674705073,1
594,596,2677.538892,5.187807146,1
595,49,3737.49,0.0345068,1
595,432,1976.77,3.244293931,1
595,593,1826.02,4.35371013,1
595,596,2884.825492,4.487832616,1
595,612,620.66,7.210177733,1
595,617,2018.063728,5.50309541,1
596,50,5346.46,0.0345068,1
596,441,6118.940559,0.889210946,1
596,594,2343.02,5.005519229,1
596,595,3569.814466,4.868614093,1
596,612,3306.411718,5.274263079,1
596,613,421.8745568,6.672115616,1
597,51,934.1,0.0345068,1
597,431,751.27,3.007684761,1
597,599,826.03,4.648052945,1
597,778,0,10.8054348,1
598,52,2590.05,0.0345068,1
598,599,1574.367361,4.355166873,1
598,616,942.802639,4.608277702,1
598,620,1987.846103,4.085982006,1
599,53,3683.05,0.0345068,1
599,432,3257.918035,1.4473512,1
599,597,409.12,4.646071659,1
599,598,2629.966103,4.370058287,1
599,616,808.89,5.993918069,1
599,617,1490.483223,5.318587312,1
600,54,668.91,0.0345068,1
600,395,2489.032281,1.44536472,1
600,601,813.44,3.910615269,1
600,602,3261.139541,3.468381216,1
600,605,2527.07,3.810528956,1
601,55,1209.84,0.0345068,1
601,394,675.3977194,2.646447739,1
601,600,1094.814761,4.021303956,1
601,603,958.8568121,4.097720047,1
601,716,788.05,5.290812427,1
602,56,2219.89,0.0345068,1
602,600,3930.73752,3.516651927,1
602,603,1632.009541,3.957878352,1
602,607,2126.14,4.816337299,1
602,671,2737.1,5.099587111,1
603,57,1436.87,0.0345068,1
603,601,494.6224804,4.006956498,1
603,602,1983.46752,3.976642963,1
603,672,1719.098798,4.211528512,1
603,718,912.1275545,4.523932436,1
604,58,9931.42,0.0345068,1
604,397,813.51,1.325228568,1
604,399,7243.825091,3.95906625,1
604,587,3793.271173,5.088340088,1
604,605,1897.25,4.257754901,1
604,606,2639.68,3.99009207,1
605,59,3733.02,0.0345068,1
605,584,281.89,8.281406597,1
605,600,1295.11,3.777177263,1
605,604,4855.98,6.478047981,1
605,607,476.12,5.602689718,1
606,60,3521.2,0.0345068,1
606,403,2590.935594,6.680148006,1
606,604,4413.799984,5.217524388,1
606,607,1872.04,4.254995064,1
606,675,2913.864422,6.985721923,1
607,61,3311.49,0.0345068,1
607,602,1511.24,4.688669259,1
607,605,517.91,5.603749806,1
607,606,4212.57,5.492235202,1
607,676,595.05,9.061636766,1
608,62,3584.99,0.0345068,1
608,537,5510.18541,3.917908088,1
608,591,2466.876544,5.533016088,1
608,592,1851.195309,4.510546172,1
608,609,2670.945086,4.55116893,1
608,613,2767.564955,4.50698459,1
609,63,5998.59,0.0345068,1
609,399,3531.61,0.943112099,1
609,400,0,6.8203076,1
609,592,1533.71,5.259670908,1
609,608,3466.47,4.585896658,1
609,611,2840.667785,4.369492882,1
610,64,16119.51,0.0345068,1
610,537,5367.822168,0.945117817,1
610,611,2433.214914,3.850813932,1
610,615,6724.038411,4.553470336,1
610,679,5059.367544,5.154652464,1
611,65,3350.44,0.0345068,1
611,403,801.14,2.172425236,1
611,609,1111.670057,3.920845036,1
611,610,6000.686416,4.246224105,1
611,680,3663.11,4.742990715,1
612,66,4453.03,0.0345068,1
612,440,2326.538659,3.458649907,1
612,595,598.04,7.205893889,1
612,596,2610.946915,4.702082141,1
612,614,3086.033387,4.426204961,1
612,617,4865.185534,5.097446423,1
613,67,4951.15,0.0345068,1
613,440,1976.078347,2.183255123,1
613,591,2220.097969,3.911158986,1
613,596,108.49653,6.211161312,1
613,608,1081.92,4.416861213,1
613,615,6780.667464,3.819660294,1
614,68,6256.2,0.0345068,1
614,439,4656.900514,2.961580992,1
614,554,3321.076259,5.773836068,1
614,612,2096.05,4.376230609,1
614,619,3278.315612,6.422787644,1
614,622,2530.380056,6.342077544,1
615,69,9818.28,0.0345068,1
615,439,6152.226109,2.292730875,1
615,536,1592.160436,1.681485489,1
615,610,6662.49889,4.544583081,1
615,613,2480.757742,3.707242059,1
615,622,4752.715728,6.659749667,1
616,70,3972.08,0.0345068,1
616,433,4366.840214,3.534743453,1
616,598,924.86,4.607265425,1
616,599,571.2621442,5.990416046,1
616,618,4456.143906,3.361163513,1
616,620,1492.966488,3.868765797,1
617,71,5049.64,0.0345068,1
617,433,1501.813906,1.530713725,1
617,595,1163.571752,4.857196118,1
617,599,773.1,4.702759472,1
617,612,3369.432777,4.642946593,1
617,619,5734.206094,3.485386572,1
618,72,9363.15,0.0345068,1
618,434,2652.687821,4.251473648,1
618,548,3160.678043,3.614771668,1
618,552,3660.212179,4.632999036,1
618,616,3837.666207,3.313757916,1
618,621,1293.885469,3.974330915,1
619,73,12063.87,0.0345068,1
619,434,5954.54499,0.694156638,1
619,552,2881.431028,4.929573159,1
619,554,2208.93,5.536324045,1
619,614,3289.370424,6.431631208,1
619,617,3687.18,3.448220715,1
620,74,3697.97,0.0345068,1
620,598,1498.96,4.044263169,1
620,616,1305.15,3.867481892,1
620,621,2875.716103,2.996665146,1
621,75,1766.45,0.0345068,1
621,547,3249.238059,3.006149714,1
621,618,2127.337241,4.042892925,1
621,620,3254.263512,3.208192798,1
622,76,8948.25,0.0345068,1
622,540,3876.841537,2.563916538,1
622,554,1749.614313,6.447949297,1
622,555,3217.19,5.20704389,1
622,614,969.890337,6.19965126,1
622,615,3761.446004,5.745943389,1
622,623,3728.706828,6.119099901,1
622,625,743.37,4.915238499,1
623,77,10913.16,0.0345068,1
623,622,4039.96472,6.485832955,1
623,624,2362.5,6.394140599,1
623,627,3139.446828,5.028937472,1
623,681,3939.323604,5.033250682,1
624,78,9450.82,0.0345068,1
624,555,6902.826082,3.741895365,1
624,556,878.3734568,10.26270882,1
624,557,1250.9,9.640312498,1
624,623,2872.853604,6.413585196,1
624,626,5050.36,4.590684189,1
625,79,4084.47,0.0345068,1
625,554,4375.057424,3.541362216,1
625,555,5018.102231,1.628714907,1
625,622,1125.42,4.939178615,1
626,80,10350.77,0.0345068,1
626,485,6337.4,1.977968175,1
626,624,7542.089539,4.801586936,1
626,627,4747.02,5.235625445,1
626,630,4576.404309,4.422409409,1
627,81,10419.29,0.0345068,1
627,484,4932.909306,2.185138639,1
627,486,5388.929282,2.461461688,1
627,623,4783.033215,5.366406721,1
627,626,4920.474193,5.237724986,1
628,82,6617.24,0.0345068,1
628,485,5967.039655,3.197106316,1
628,629,2724.109012,4.925378965,1
628,631,1737.568121,6.679457028,1
628,632,2669.693014,5.170619501,1
629,83,4164.95,0.0345068,1
629,479,3538.009357,2.824664124,1
629,484,2400,3.7251624,1
629,628,3607.920552,4.988656884,1
629,633,876.55,5.00755572,1
630,84,5615.88,0.0345068,1
630,489,1930.52,2.786222865,1
630,557,4328.544309,3.85653928,1
630,626,5251.11,4.436647833,1
631,85,10973.41,0.0345068,1
631,489,2687.258126,4.521254108,1
631,490,3864.338517,4.051312429,1
631,559,4475.271483,6.817869644,1
631,566,1640.868121,7.890373973,1
631,571,1900.017831,7.706168926,1
631,628,1745.80714,6.679552863,1
631,636,2548.474711,4.473465214,1
632,86,5541.66,0.0345068,1
632,502,1862.745147,2.331438782,1
632,571,2134.463617,8.507555374,1
632,628,4094.039103,5.44623338,1
632,633,2973.182862,4.660184913,1
632,636,2802.825844,5.274851662,1
633,87,5830.61,0.0345068,1
633,478,3285.842862,2.025336125,1
633,503,1434.22,3.622949589,1
633,629,4018.070897,5.154746557,1
633,632,4165.557652,4.697170061,1
634,88,4497.95,0.0345068,1
634,502,2105.987849,6.252346067,1
634,505,2392.48,1.557374705,1
634,571,2149.462391,7.711681736,1
634,635,3442.530137,4.519119403,1
634,637,3258.566543,5.760655687,1
635,89,2145.62,0.0345068,1
635,504,7653.266526,0.574904474,1
635,634,3059.66,4.315363557,1
635,640,466.1,3.782991282,1
635,705,3289.259443,4.428285859,1
636,90,2206.72,0.0345068,1
636,501,3438.790555,0.676894396,1
636,631,5684.820421,4.841494058,1
636,632,2460.349687,4.873388068,1
637,91,8261.77,0.0345068,1
637,571,4201.791535,5.974667185,1
637,572,2741.943852,7.995124756,1
637,576,1655.741263,5.955756463,1
637,634,2529.745509,5.618318466,1
637,644,2702.566124,4.662269707,1
638,92,1230.92,0.0345068,1
638,640,1099.53,7.136261867,1
638,642,1017.68,5.62974283,1
638,707,2703.298403,5.094585813,1
638,815,561.7715972,5.901037601,1
638,825,802.77,3.977496207,1
638,826,334.8,4.921818937,1
639,93,4488.75,0.0345068,1
639,505,4558.941154,2.596686255,1
639,506,2092.320353,1.842786154,1
639,640,624.4192424,3.62820974,1
639,641,775.87,4.872073861,1
640,94,357.15,0.0345068,1
640,635,1390.446389,5.79806479,1
640,638,390.46,6.853704906,1
640,639,1688.75,3.6800874,1
640,642,521.1780869,4.51025815,1
641,95,2498.61,0.0345068,1
641,639,2559.612662,4.877883166,1
641,642,1322.170758,3.665591625,1
641,646,1719.792103,4.019353012,1
641,648,490.88,5.45175124,1
642,96,468.33,0.0345068,1
642,638,1059.266418,5.631620316,1
642,640,1686.915233,4.840501281,1
642,641,1416.06,3.665879479,1
642,649,692.91,4.421368799,1
643,97,7196.6,0.0345068,1
643,576,3355.137757,4.424651802,1
643,578,3472.19,3.886736918,1
643,644,4514.927033,5.121350311,1
644,98,6973.45,0.0345068,1
644,506,5118.008087,3.113022716,1
644,637,5069.991023,5.316794011,1
644,643,3976.928737,5.091491215,1
644,646,2647.9193,5.391731267,1
645,99,4583.23,0.0345068,1
645,578,2787.3,6.016828998,1
645,646,4516.626586,4.756855707,1
645,647,2695.29,4.073450306,1
645,652,1928.52,3.916077795,1
646,100,4107.96,0.0345068,1
646,507,2264,2.696374721,1
646,641,2881.881913,4.034027758,1
646,644,3999.903637,5.569037185,1
646,645,3425.05,4.614361372,1
646,653,1379.917387,4.262712631,1
647,101,2787.21,0.0345068,1
647,524,3836.214613,1.668186265,1
647,579,2657.22,3.63944171,1
647,645,3031.731533,4.075338489,1
647,657,3497.58,4.26018923,1
648,102,2676.83,0.0345068,1
648,641,764.4436093,8.635234278,1
648,649,1116.286389,4.605148503,1
648,650,959.38,4.110727139,1
648,653,3108.740002,4.15832531,1
649,103,1692.02,0.0345068,1
649,642,1875.042807,4.909231429,1
649,648,1037.53,4.601880019,1
649,651,677.3,4.024839742,1
649,825,887.7335816,4.205790625,1
650,104,2159.55,0.0345068,1
650,453,597.64,3.788220185,1
650,648,1474.97,4.126225041,1
650,651,1091.23,4.49571007,1
650,655,1461.57,5.098865692,1
651,105,868.62,0.0345068,1
651,649,1403.73,4.159106979,1
651,650,1096,4.496126934,1
651,827,422.65,4.126319589,1
651,842,441.26,4.618947818,1
652,106,3338.87,0.0345068,1
652,452,2458.35,2.261425465,1
652,525,1870.27,2.620229178,1
652,645,4144.33,3.932188517,1
652,653,1944.35,4.434428296,1
653,107,2602.56,0.0345068,1
653,646,3453.430002,4.472620845,1
653,648,1940.58,4.083228187,1
653,652,2780.65,4.505817489,1
653,655,835.3873869,4.943531155,1
654,108,3288.06,0.0345068,1
654,451,1026.245472,1.890742631,1
654,452,4869.24,2.40545843,1
654,659,2218.14,4.951111563,1
654,662,2106.54,4.492582328,1
655,109,2867.13,0.0345068,1
655,451,2535.81,2.553715028,1
655,650,986.1841116,5.06577297,1
655,653,1548.63,5.040770441,1
655,663,648.31,4.50743816,1
656,110,4214.93,0.0345068,1
656,579,2465.997138,7.223713741,1
656,657,2704.83,5.778519444,1
656,658,2028.752862,4.919172206,1
656,660,2953.687846,4.462557933,1
657,111,5151.92,0.0345068,1
657,525,2196.153855,2.613531558,1
657,647,4197.156145,4.84321388,1
657,656,2524.467846,5.773970191,1
657,659,1678.48,5.347026361,1
658,112,3575.4,0.0345068,1
658,510,3341.850573,0.439018854,1
658,656,1737.66,4.897399287,1
658,659,801.5648049,5.679936244,1
658,661,2416.723304,3.737083795,1
659,113,5118.23,0.0345068,1
659,509,3720.775382,0.661126802,1
659,654,1844.5,4.941150815,1
659,657,1785.64,5.347060843,1
659,658,36.49461806,5.679560002,1
660,114,1529.23,0.0345068,1
660,582,3241.704577,6.69194592,1
660,656,2864.75,4.400416354,1
660,661,1117.27,4.73130883,1
660,902,4286.05,6.924489218,1
661,115,4279.3,0.0345068,1
661,512,1573.685423,0.657335689,1
661,658,2449.492516,3.737877068,1
661,660,1144.216731,4.731481267,1
661,902,2098.57014,8.253944311,1
662,116,2162.47,0.0345068,1
662,449,685.6245284,3.021373305,1
662,654,3207.435472,4.58251675,1
662,664,1586.73,3.918447651,1
662,667,830.67,5.519414489,1
663,117,533.27,0.0345068,1
663,449,1364.52,1.483105795,1
663,655,1346.04864,4.509016391,1
663,665,148.53,4.409604374,1
663,841,642.44,4.282732742,1
664,118,3764.94,0.0345068,1
664,448,1871.31,2.92417386,1
664,662,2462.28,3.960619687,1
664,669,3377.640881,4.039072329,1
664,849,624.57,6.05846707,1
665,119,1072.54,0.0345068,1
665,448,1645.048727,1.204844455,1
